Usage: fft <waves> <length> -i
-i performs an inverse fft
make <waves> random sinusoids<length> is the number of samples
Cache il1:
Cache Set #0: misses - 3, hits - 42
Cache Set #110: misses - 1, hits - 3181
Cache Set #111: misses - 1, hits - 909
Cache Set #112: misses - 1, hits - 48
Cache Set #113: misses - 1, hits - 37
Cache Set #114: misses - 1, hits - 41
Cache Set #115: misses - 1, hits - 77
Cache Set #116: misses - 2, hits - 79
Cache Set #117: misses - 2, hits - 86
Cache Set #118: misses - 3, hits - 72
Cache Set #119: misses - 3, hits - 36
Cache Set #120: misses - 2, hits - 25
Cache Set #121: misses - 2, hits - 36
Cache Set #122: misses - 2, hits - 20
Cache Set #123: misses - 2, hits - 29
Cache Set #124: misses - 2, hits - 30
Cache Set #125: misses - 2, hits - 18
Cache Set #126: misses - 2, hits - 11
Cache Set #127: misses - 3, hits - 19
Cache dl1:
Cache Set #0: misses - 4, hits - 164
Cache Set #1: misses - 4, hits - 167
Cache Set #2: misses - 2, hits - 54
Cache Set #3: misses - 1, hits - 15
Cache Set #4: misses - 1, hits - 15
Cache Set #5: misses - 1, hits - 15
Cache Set #6: misses - 1, hits - 15
Cache Set #7: misses - 1, hits - 15
Cache Set #8: misses - 1, hits - 15
Cache Set #9: misses - 1, hits - 15
Cache Set #10: misses - 1, hits - 15
Cache Set #11: misses - 1, hits - 15
Cache Set #12: misses - 2, hits - 24
Cache Set #13: misses - 1, hits - 15
Cache Set #14: misses - 1, hits - 15
Cache Set #15: misses - 1, hits - 15
Cache Set #16: misses - 1, hits - 15
Cache Set #17: misses - 1, hits - 15
Cache Set #18: misses - 1, hits - 15
Cache Set #19: misses - 1, hits - 15
Cache Set #20: misses - 1, hits - 15
Cache Set #21: misses - 1, hits - 15
Cache Set #22: misses - 1, hits - 15
Cache Set #23: misses - 1, hits - 15
Cache Set #24: misses - 1, hits - 15
Cache Set #25: misses - 1, hits - 15
Cache Set #26: misses - 1, hits - 15
Cache Set #27: misses - 1, hits - 15
Cache Set #28: misses - 1, hits - 15
Cache Set #29: misses - 1, hits - 15
Cache Set #30: misses - 1, hits - 15
Cache Set #31: misses - 1, hits - 15
Cache Set #32: misses - 1, hits - 15
Cache Set #33: misses - 1, hits - 15
Cache Set #34: misses - 1, hits - 15
Cache Set #35: misses - 1, hits - 15
Cache Set #36: misses - 1, hits - 15
Cache Set #37: misses - 1, hits - 15
Cache Set #38: misses - 1, hits - 15
Cache Set #39: misses - 1, hits - 15
Cache Set #40: misses - 1, hits - 15
Cache Set #41: misses - 1, hits - 15
Cache Set #42: misses - 1, hits - 15
Cache Set #43: misses - 1, hits - 15
Cache Set #44: misses - 1, hits - 15
Cache Set #45: misses - 1, hits - 15
Cache Set #46: misses - 1, hits - 15
Cache Set #47: misses - 1, hits - 15
Cache Set #48: misses - 1, hits - 15
Cache Set #49: misses - 1, hits - 15
Cache Set #50: misses - 1, hits - 15
Cache Set #51: misses - 1, hits - 15
Cache Set #52: misses - 1, hits - 15
Cache Set #53: misses - 1, hits - 15
Cache Set #54: misses - 1, hits - 15
Cache Set #55: misses - 1, hits - 15
Cache Set #56: misses - 1, hits - 15
Cache Set #57: misses - 1, hits - 15
Cache Set #58: misses - 1, hits - 15
Cache Set #59: misses - 1, hits - 15
Cache Set #60: misses - 1, hits - 15
Cache Set #61: misses - 1, hits - 15
Cache Set #62: misses - 1, hits - 15
Cache Set #63: misses - 1, hits - 15
Cache Set #64: misses - 2, hits - 56
Cache Set #65: misses - 2, hits - 30
Cache Set #66: misses - 2, hits - 30
Cache Set #67: misses - 2, hits - 30
Cache Set #68: misses - 2, hits - 30
Cache Set #69: misses - 2, hits - 30
Cache Set #70: misses - 2, hits - 30
Cache Set #71: misses - 3, hits - 30
Cache Set #72: misses - 2, hits - 30
Cache Set #73: misses - 2, hits - 30
Cache Set #74: misses - 2, hits - 30
Cache Set #75: misses - 2, hits - 30
Cache Set #76: misses - 3, hits - 52
Cache Set #77: misses - 4, hits - 229
Cache Set #78: misses - 4, hits - 187
Cache Set #79: misses - 3, hits - 107
Cache Set #80: misses - 4, hits - 40
Cache Set #81: misses - 2, hits - 30
Cache Set #82: misses - 2, hits - 30
Cache Set #83: misses - 4, hits - 47
Cache Set #84: misses - 4, hits - 153
Cache Set #85: misses - 4, hits - 174
Cache Set #86: misses - 2, hits - 30
Cache Set #87: misses - 2, hits - 30
Cache Set #88: misses - 2, hits - 30
Cache Set #89: misses - 2, hits - 30
Cache Set #90: misses - 2, hits - 30
Cache Set #91: misses - 2, hits - 30
Cache Set #92: misses - 2, hits - 30
Cache Set #93: misses - 2, hits - 30
Cache Set #94: misses - 2, hits - 30
Cache Set #95: misses - 4, hits - 36
Cache Set #96: misses - 4, hits - 32
Cache Set #97: misses - 2, hits - 30
Cache Set #98: misses - 2, hits - 30
Cache Set #99: misses - 2, hits - 30
Cache Set #100: misses - 2, hits - 30
Cache Set #101: misses - 2, hits - 30
Cache Set #102: misses - 2, hits - 30
Cache Set #103: misses - 2, hits - 30
Cache Set #104: misses - 3, hits - 30
Cache Set #105: misses - 4, hits - 32
Cache Set #106: misses - 2, hits - 30
Cache Set #107: misses - 4, hits - 47
Cache Set #108: misses - 2, hits - 30
Cache Set #109: misses - 4, hits - 37
Cache Set #110: misses - 4, hits - 66
Cache Set #111: misses - 4, hits - 59
Cache Set #112: misses - 2, hits - 30
Cache Set #113: misses - 2, hits - 30
Cache Set #114: misses - 2, hits - 30
Cache Set #115: misses - 2, hits - 30
Cache Set #116: misses - 2, hits - 30
Cache Set #117: misses - 2, hits - 30
Cache Set #118: misses - 2, hits - 30
Cache Set #119: misses - 2, hits - 30
Cache Set #120: misses - 3, hits - 45
Cache Set #121: misses - 3, hits - 68
Cache Set #122: misses - 3, hits - 103
Cache Set #123: misses - 4, hits - 106
Cache Set #124: misses - 4, hits - 133
Cache Set #125: misses - 4, hits - 36
Cache Set #126: misses - 3, hits - 42
Cache Set #127: misses - 3, hits - 42
